id	symbol	chr	strand	nprots	ntrans	SV	WT	WT_prots	SV_prots	min_skipped_exon	max_skipped_exon	min_skipped_bases	max_skipped_bases
ENSG00000262615	NLRP2	HSCHR19LRC_COX2_CTG1	+	12	12	55148633:55155705	55151912:55155705|55148633:55151840	ENSP00000460914|ENSP00000460381|ENSP00000461005|ENSP00000461424|ENSP00000458208	ENSP00000460406|ENSP00000458701	1	1	72	72	
ENSG00000262615	NLRP2	HSCHR19LRC_COX2_CTG1	+	12	12	55151912:55156250	55151912:55155705|55155771:55156250|55151912:55155714	ENSP00000460381|ENSP00000461005|ENSP00000461424|ENSP00000458524	ENSP00000460785|ENSP00000459694	1	1	57	66	
ENSG00000162706	CADM3	1	+	3	3	159141644:159161726	159159663:159161726|159141644:159159561	ENSP00000357106	ENSP00000357107|ENSP00000387802	1	1	102	102	
ENSG00000196159	FAT4	4	+	2	2	126373966:126389667	126373966:126384718|126384823:126389667	ENSP00000377862	ENSP00000335169	1	1	105	105	
ENSG00000134874	DZIP1	13	-	5	5	96258314:96263699	96261768:96263699|96258314:96261711	ENSP00000257312|ENSP00000366025	ENSP00000355018|ENSP00000355175	1	1	57	57	
ENSG00000188312	CENPP	9	+	4	4	95088388:95099823	95088388:95094452|95094634:95099823	ENSP00000364737	ENSP00000385820	1	1	182	182	
ENSG00000065029	ZNF76	6	+	8	8	35253986:35255423	35253986:35254099|35254177:35255423	ENSP00000229405|ENSP00000419106|ENSP00000416550|ENSP00000363064|ENSP00000410765|ENSP00000344097	ENSP00000392243	1	1	78	78	
ENSG00000065029	ZNF76	6	+	8	8	35260822:35262233	35260822:35261528|35261693:35262233	ENSP00000363064|ENSP00000392243	ENSP00000344097	1	1	165	165	
ENSG00000161203	AP2M1	3	+	12	12	183894856:183896645	183896012:183896645|183895400:183896645|183895400:183896006|183894856:183896006|183894856:183895331	ENSP00000402051|ENSP00000403362|ENSP00000402592	ENSP00000371894|ENSP00000292807|ENSP00000443485|ENSP00000439853|ENSP00000404031|ENSP00000409081|ENSP00000395438|ENSP00000404326	1	2	6	75	
ENSG00000161203	AP2M1	3	+	12	12	183898040:183898637	183898040:183898433|183898439:183898637|183898530:183898637	ENSP00000403362|ENSP00000292807|ENSP00000443485|ENSP00000402592|ENSP00000395438|ENSP00000404326	ENSP00000371894|ENSP00000439853|ENSP00000409081	1	1	6	97	
ENSG00000161203	AP2M1	3	+	12	12	183895400:183896645	183896012:183896645|183895400:183896006	ENSP00000403362	ENSP00000402051	1	1	6	6	
ENSG00000161203	AP2M1	3	+	12	12	183894856:183896006	183895400:183896006|183894856:183895331	ENSP00000403362	ENSP00000402592	1	1	69	69	
ENSG00000065600	TMEM206	1	-	2	2	212583864:212588064	212587423:212588064|212583864:212587240	ENSP00000438863	ENSP00000261455	1	1	183	183	
ENSG00000141968	VAV1	19	+	2	2	6822341:6825064	6822341:6822430|6822526:6825064	ENSP00000302269	ENSP00000443242	1	1	96	96	
ENSG00000137054	POLR1E	9	+	4	4	37489398:37492654	37492373:37492654|37489398:37492279	ENSP00000399887	ENSP00000367029|ENSP00000397455|ENSP00000367023	1	1	94	94	
ENSG00000171097	CCBL1	9	-	7	7	131600647:131604933	131604464:131604933|131600647:131602890|131602952:131604346	ENSP00000361693|ENSP00000392354	ENSP00000302227|ENSP00000399415|ENSP00000390377|ENSP00000412402	2	2	180	180	
ENSG00000171097	CCBL1	9	-	7	7	131600417:131604933	131600417:131600497|131600647:131604933	ENSP00000302227|ENSP00000399415|ENSP00000390377|ENSP00000412402	ENSP00000317342	1	1	150	150	
ENSG00000166479	TMX3	18	-	9	9	66367723:66368982	66368905:66368982|66367723:66368853	ENSP00000455234	ENSP00000299608|ENSP00000444954|ENSP00000457262|ENSP00000456453	1	1	52	52	
ENSG00000166479	TMX3	18	-	9	9	66367723:66377258	66367723:66368982|66369028:66377258|66368905:66368982|66367723:66368853	ENSP00000299608|ENSP00000444954|ENSP00000457262|ENSP00000455234	ENSP00000456587|ENSP00000458132|ENSP00000457074	1	2	46	98	
ENSG00000166479	TMX3	18	-	9	9	66365269:66368982	66367723:66368982|66365269:66367642	ENSP00000299608|ENSP00000444954|ENSP00000457262	ENSP00000402605	1	1	81	81	
ENSG00000166479	TMX3	18	-	9	9	66369028:66378601	66369028:66377258|66377382:66378601	ENSP00000299608|ENSP00000444954|ENSP00000402605|ENSP00000457262|ENSP00000455234	ENSP00000456453	1	1	124	124	
ENSG00000122376	FAM35A	10	+	4	4	88930732:88939832	88930732:88935646|88935853:88939832	ENSP00000298786|ENSP00000339800	ENSP00000298784|ENSP00000351064	1	1	207	207	
ENSG00000100023	PPIL2	22	+	9	9	22020421:22024202	22023716:22024202|22020421:22023623	ENSP00000395181	ENSP00000390427|ENSP00000334553|ENSP00000381812|ENSP00000445312|ENSP00000406745|ENSP00000384299|ENSP00000396228	1	1	93	93	
ENSG00000100023	PPIL2	22	+	9	9	22024901:22026619	22024901:22025286|22025349:22026619	ENSP00000390427|ENSP00000334553|ENSP00000381812|ENSP00000445312|ENSP00000395181|ENSP00000384299	ENSP00000396228	1	1	63	63	
ENSG00000130023	C6orf70	6	+	5	5	170176162:170179278	170176162:170176551|170176162:170176430|170176508:170179278|170176770:170179278	ENSP00000355735|ENSP00000355734|ENSP00000375945|ENSP00000355733	ENSP00000397661	1	1	78	219	
ENSG00000148814	LRRC27	10	+	10	10	134161861:134165111	134162562:134165111|134161861:134162467	ENSP00000376413|ENSP00000342641	ENSP00000357604|ENSP00000357603|ENSP00000357602|ENSP00000357601|ENSP00000357599|ENSP00000407949	1	1	95	95	
ENSG00000148814	LRRC27	10	+	10	10	134151200:134158002	134155776:134158002|134151200:134155717	ENSP00000357604|ENSP00000376413|ENSP00000342641|ENSP00000357603|ENSP00000357602|ENSP00000357601|ENSP00000393062|ENSP00000357599	ENSP00000348978	1	1	59	59	
ENSG00000171490	RSL1D1	16	-	11	11	11941664:11945265	11941664:11944136|11944276:11945265	ENSP00000460871|ENSP00000347897|ENSP00000460748	ENSP00000379760	1	1	140	140	
ENSG00000171490	RSL1D1	16	-	11	11	11935858:11945265	11940460:11940552|11941664:11944136|11935858:11940552|11935858:11940358|11940701:11941525|11944276:11945265	ENSP00000460871|ENSP00000347897|ENSP00000460748	ENSP00000461513	3	4	428	530	
ENSG00000171490	RSL1D1	16	-	11	11	11935858:11940552	11940460:11940552|11935858:11940358	ENSP00000460871|ENSP00000347897	ENSP00000460748	1	1	102	102	
ENSG00000007402	CACNA2D2	3	-	8	8	50407812:50412168	50410517:50412168|50407812:50410496	ENSP00000407393|ENSP00000390526|ENSP00000418081	ENSP00000404631|ENSP00000266039|ENSP00000354228|ENSP00000378519|ENSP00000390329	1	1	21	21	
ENSG00000151892	GFRA1	10	-	5	5	117885069:118029015	117885069:117971143|117971158:118029015	ENSP00000393725	ENSP00000358239|ENSP00000347591|ENSP00000358237	1	1	15	15	
ENSG00000140470	ADAMTS17	15	-	4	4	100594260:100636561	100594260:100603884|100603965:100636561	ENSP00000456161	ENSP00000268070	1	1	81	81	
ENSG00000140470	ADAMTS17	15	-	4	4	100871260:100882026	100881615:100882026|100871260:100881244	ENSP00000268070	ENSP00000453604	1	1	371	371	
ENSG00000205853	RFPL3-AS1	22	-	3	3	32756827:32763677	32759046:32763677|32756827:32758959	ENSP00000383093	ENSP00000371516	1	1	87	87	
ENSG00000229493	HLA-DQB2	HSCHR6_MHC_MANN	-	6	6	32878882:32880429	32879462:32880429|32878882:32879351	ENSP00000396502|ENSP00000406872|ENSP00000450207	ENSP00000400295|ENSP00000450007	1	1	111	111	
ENSG00000229493	HLA-DQB2	HSCHR6_MHC_MANN	-	6	6	32878042:32880429	32878042:32878858|32879462:32880429|32878882:32880429|32878882:32879351	ENSP00000396502|ENSP00000400295|ENSP00000450007	ENSP00000414496	1	2	24	135	
ENSG00000104611	SH2D4A	8	+	4	4	19192369:19218714	19192369:19214714|19214795:19218714	ENSP00000265807|ENSP00000429482|ENSP00000428684	ENSP00000428048	1	1	81	81	
ENSG00000113494	PRLR	5	-	17	17	35049514:35068318	35066205:35068318|35049514:35066051	ENSP00000231423	ENSP00000424841	1	1	154	154	
ENSG00000113494	PRLR	5	-	17	17	35084742:35089653	35084742:35086310|35086443:35089653	ENSP00000231423|ENSP00000424841|ENSP00000311613|ENSP00000441813|ENSP00000371432|ENSP00000309008|ENSP00000423493|ENSP00000427060|ENSP00000422385	ENSP00000422935|ENSP00000425300	1	1	133	133	
ENSG00000113494	PRLR	5	-	17	17	35049514:35070226	35066205:35068318|35049514:35068318|35049514:35066051|35068388:35068881|35068981:35070226	ENSP00000231423|ENSP00000424841	ENSP00000311613|ENSP00000380546	2	3	170	324	
ENSG00000113494	PRLR	5	-	17	17	35072847:35089653	35072847:35084572|35084742:35086310|35086443:35089653	ENSP00000231423|ENSP00000424841|ENSP00000311613|ENSP00000441813|ENSP00000371432|ENSP00000309008	ENSP00000339213|ENSP00000422556	2	2	303	303	
ENSG00000113494	PRLR	5	-	17	17	35070368:35089653	35070368:35072677|35072847:35089653|35072847:35084572|35084742:35086310|35086443:35089653	ENSP00000231423|ENSP00000424841|ENSP00000311613|ENSP00000441813|ENSP00000339213|ENSP00000371432|ENSP00000422556|ENSP00000309008	ENSP00000427236	1	3	170	473	
ENSG00000155256	ZFYVE27	10	+	10	10	99511220:99512795	99512635:99512795|99511220:99512614	ENSP00000377282|ENSP00000348593|ENSP00000409594	ENSP00000337993|ENSP00000350148|ENSP00000359646|ENSP00000359642|ENSP00000432711|ENSP00000401580|ENSP00000353069	1	1	21	21	
ENSG00000155256	ZFYVE27	10	+	10	10	99498432:99508026	99502922:99504486|99498432:99502851|99504673:99508026	ENSP00000377282|ENSP00000401580|ENSP00000353069|ENSP00000348593|ENSP00000409594	ENSP00000350148	2	2	258	258	
ENSG00000155256	ZFYVE27	10	+	10	10	99498432:99509231	99502922:99504486|99508122:99509231|99498432:99508026|99498432:99502851|99504673:99508026	ENSP00000350148|ENSP00000377282|ENSP00000401580|ENSP00000353069|ENSP00000348593|ENSP00000409594	ENSP00000359646	1	3	96	354	
ENSG00000168228	ZCCHC4	4	+	4	4	25335611:25363481	25335611:25347170|25347243:25351114|25353312:25363481|25351265:25353211	ENSP00000303468|ENSP00000422269	ENSP00000422115	3	3	325	325	
ENSG00000102910	LONP2	16	+	7	7	48286277:48292529	48286277:48290521|48290653:48292529	ENSP00000285737|ENSP00000457841	ENSP00000445426|ENSP00000415983	1	1	132	132	
ENSG00000102910	LONP2	16	+	7	7	48295499:48303927	48296784:48303927|48295499:48296689	ENSP00000285737|ENSP00000444179|ENSP00000445426|ENSP00000415983	ENSP00000457841	1	1	95	95	
ENSG00000175575	PAAF1	11	+	13	13	73620639:73627590	73620639:73625458|73625550:73627590	ENSP00000441333|ENSP00000311665|ENSP00000438789|ENSP00000438124|ENSP00000441494|ENSP00000439877|ENSP00000365564|ENSP00000438071	ENSP00000442434	1	1	92	92	
ENSG00000124467	PSG8	19	-	7	7	43258740:43262154	43259419:43262154|43258740:43259140	ENSP00000385869|ENSP00000385081|ENSP00000389232|ENSP00000305005	ENSP00000292109	1	1	279	279	
ENSG00000124467	PSG8	19	-	7	7	43262433:43269670	43268434:43269670|43262433:43268068	ENSP00000385869|ENSP00000305005	ENSP00000385081	1	1	366	366	
ENSG00000124467	PSG8	19	-	7	7	43259419:43268068	43259419:43262154|43262433:43268068	ENSP00000385869|ENSP00000305005	ENSP00000386090|ENSP00000385455	1	1	279	279	
ENSG00000100991	TRPC4AP	20	-	5	5	33603943:33622926	33609136:33622926|33609160:33622926|33603943:33608993	ENSP00000252015|ENSP00000400614|ENSP00000400497|ENSP00000441646	ENSP00000446090	1	1	143	167	
ENSG00000100991	TRPC4AP	20	-	5	5	33645375:33665849	33645375:33657099|33657216:33665849	ENSP00000252015|ENSP00000400614|ENSP00000441646	ENSP00000400497	1	1	117	117	
ENSG00000108528	SLC25A11	17	-	3	3	4842271:4843111	4842271:4842355|4842508:4843111	ENSP00000225665	ENSP00000440804	1	1	153	153	
ENSG00000145592	RPL37	5	-	3	3	40832676:40834573	40834368:40834573|40832676:40834283	ENSP00000274242	ENSP00000422823	1	1	85	85	
ENSG00000103355	PRSS33	16	-	4	4	2835173:2835800	2835648:2835800|2835173:2835376	ENSP00000293851|ENSP00000458369|ENSP00000460368	ENSP00000459051	1	1	272	272	
ENSG00000103355	PRSS33	16	-	4	4	2835963:2836503	2835963:2836090|2836123:2836503	ENSP00000293851|ENSP00000459051|ENSP00000458369	ENSP00000460368	1	1	33	33	
ENSG00000108523	RNF167	17	+	10	10	4844289:4845636	4844289:4844372|4844453:4845636	ENSP00000459324|ENSP00000459581|ENSP00000458375|ENSP00000458794|ENSP00000262482|ENSP00000460190	ENSP00000460991	1	1	81	81	
ENSG00000108523	RNF167	17	+	10	10	4846237:4847853	4846580:4846721|4846237:4846474|4846815:4847853	ENSP00000459324|ENSP00000458794|ENSP00000262482|ENSP00000460190|ENSP00000458189|ENSP00000460024	ENSP00000460991	2	2	200	200	
ENSG00000125246	CLYBL	13	+	9	9	100511304:100517072	100515347:100517072|100511304:100515245	ENSP00000365538|ENSP00000342991|ENSP00000403408	ENSP00000365533|ENSP00000404768|ENSP00000365532|ENSP00000401586	1	1	102	102	
ENSG00000125246	CLYBL	13	+	9	9	100523317:100543572	100537360:100543572|100523317:100537231	ENSP00000389062	ENSP00000365533|ENSP00000365538|ENSP00000365532|ENSP00000342991|ENSP00000396574	1	1	129	129	
ENSG00000102349	KLF8	X	+	3	3	56295923:56310746	56296755:56310746|56295923:56296615	ENSP00000417303	ENSP00000364063	1	1	140	140	
ENSG00000110693	SOX6	11	-	10	10	16077448:16119155	16077448:16117542|16117665:16119155	ENSP00000324948|ENSP00000339876|ENSP00000379644|ENSP00000433233	ENSP00000432134|ENSP00000434455	1	1	123	123	
ENSG00000130726	TRIM28	19	+	2	2	59056465:59058743	59056905:59057131|59057264:59058743|59056465:59056792	ENSP00000253024	ENSP00000342232	2	2	246	246	
ENSG00000198668	CALM1	14	+	7	7	90867747:90870723	90867747:90870206|90870313:90870723	ENSP00000451062|ENSP00000349467|ENSP00000403491|ENSP00000450829|ENSP00000442853	ENSP00000451646	1	1	107	107	
ENSG00000185811	IKZF1	7	+	11	11	50450406:50459427	50455169:50459427|50450406:50455043	ENSP00000331614|ENSP00000342750|ENSP00000396554	ENSP00000352123|ENSP00000401507|ENSP00000413025	1	1	126	126	
ENSG00000185811	IKZF1	7	+	11	11	50450406:50467616	50455169:50459427|50459562:50467616|50450406:50459427|50450406:50455043	ENSP00000331614|ENSP00000352123|ENSP00000342750|ENSP00000396554|ENSP00000413025	ENSP00000349928	1	2	135	261	
ENSG00000185811	IKZF1	7	+	11	11	50367354:50450238	50444492:50450238|50367354:50444231	ENSP00000331614|ENSP00000352123|ENSP00000349928|ENSP00000401507|ENSP00000413025	ENSP00000342750|ENSP00000396554	1	1	261	261	
ENSG00000185811	IKZF1	7	+	11	11	50444492:50467616	50455169:50459427|50450406:50467616|50444492:50450238|50459562:50467616|50450406:50459427|50450406:50455043	ENSP00000331614|ENSP00000352123|ENSP00000349928|ENSP00000413025	ENSP00000342485	1	3	168	429	
ENSG00000185811	IKZF1	7	+	11	11	50367354:50467616	50455169:50459427|50450406:50467616|50444492:50467616|50444492:50450238|50459562:50467616|50367354:50450238|50450406:50459427|50367354:50444231|50450406:50455043	ENSP00000331614|ENSP00000352123|ENSP00000349928|ENSP00000342750|ENSP00000342485|ENSP00000396554|ENSP00000413025	ENSP00000340080|ENSP00000409588	1	4	261	690	
ENSG00000178952	TUFM	16	-	2	2	28856377:28857233	28856377:28856635|28856802:28857233	ENSP00000322439	ENSP00000455007	1	1	167	167	
ENSG00000078269	SYNJ2	6	+	8	8	158505207:158509692	158505207:158507887|158508022:158509692	ENSP00000356088|ENSP00000347792|ENSP00000356079	ENSP00000356089	1	1	135	135	
ENSG00000139734	DIAPH3	13	-	11	11	60686321:60737721	60686321:60707091|60707124:60737721	ENSP00000383178|ENSP00000383184|ENSP00000267215|ENSP00000408859	ENSP00000383181|ENSP00000408935|ENSP00000367141|ENSP00000383174	1	1	33	33	
ENSG00000139734	DIAPH3	13	-	11	11	60616955:60686144	60616955:60667762|60667867:60686144	ENSP00000383178|ENSP00000383184|ENSP00000383181|ENSP00000367141|ENSP00000267215|ENSP00000408859	ENSP00000408935|ENSP00000383174	1	1	105	105	
ENSG00000139734	DIAPH3	13	-	11	11	60667867:60737721	60686321:60707091|60686321:60737721|60667867:60686144|60707124:60737721	ENSP00000383178|ENSP00000383184|ENSP00000383181|ENSP00000367141|ENSP00000267215|ENSP00000408859	ENSP00000383183|ENSP00000383173	1	2	177	210	
ENSG00000169129	AFAP1L2	10	-	6	6	116075525:116082930	116075525:116079321|116079405:116082930	ENSP00000376700	ENSP00000358276|ENSP00000303042|ENSP00000437354|ENSP00000444511|ENSP00000396781	1	1	84	84	
ENSG00000169129	AFAP1L2	10	-	6	6	116083021:116091562	116083021:116085641|116085800:116091562	ENSP00000444511	ENSP00000358276|ENSP00000303042|ENSP00000376700|ENSP00000437354|ENSP00000396781	1	1	159	159	
ENSG00000169129	AFAP1L2	10	-	6	6	116100491:116164199	116100491:116158610|116158664:116164199	ENSP00000437354|ENSP00000396781	ENSP00000358276|ENSP00000303042|ENSP00000444511	1	1	54	54	
ENSG00000152082	MZT2B	2	+	5	5	130940349:130948042	130940349:130941360|130941540:130948042	ENSP00000386419	ENSP00000398749|ENSP00000387805|ENSP00000281871	1	1	180	180	
ENSG00000152082	MZT2B	2	+	5	5	130940026:130948042	130940349:130941360|130940349:130948042|130940026:130940200|130941540:130948042	ENSP00000281871|ENSP00000386419	ENSP00000404629	1	2	149	329	
ENSG00000143303	RRNAD1	1	+	7	7	156703313:156705517	156704286:156705517|156703845:156705517|156703313:156703801	ENSP00000357199|ENSP00000429800	ENSP00000357201|ENSP00000430787	1	1	44	485	
ENSG00000143303	RRNAD1	1	+	7	7	156702266:156703169	156702840:156703169|156702266:156702777	ENSP00000357201|ENSP00000357199|ENSP00000429053|ENSP00000429800	ENSP00000429756|ENSP00000430787	1	1	63	63	
ENSG00000143303	RRNAD1	1	+	7	7	156699008:156702073	156701908:156702073|156699008:156701783	ENSP00000357201|ENSP00000357199|ENSP00000429756	ENSP00000429389	1	1	125	125	
ENSG00000262043	TRAPPC4	HG299_PATCH	+	8	8	118889681:118892470	118889899:118890860|118890028:118890860|118890964:118892470|118889681:118889853|118890028:118892470|118889921:118890915	ENSP00000458646|ENSP00000460999|ENSP00000461905|ENSP00000460680|ENSP00000461271	ENSP00000461463	1	2	117	279	
ENSG00000262043	TRAPPC4	HG299_PATCH	+	8	8	118890028:118892470	118890028:118890860|118890964:118892470	ENSP00000458646|ENSP00000460680	ENSP00000461271	1	1	104	104	
ENSG00000081059	TCF7	5	+	22	22	133474730:133477876	133476580:133477876|133474730:133476487	ENSP00000429946|ENSP00000427870	ENSP00000340347|ENSP00000354863|ENSP00000326654|ENSP00000326540|ENSP00000367827|ENSP00000378472|ENSP00000430617|ENSP00000427782|ENSP00000367822|ENSP00000397946|ENSP00000429547|ENSP00000430179|ENSP00000378469|ENSP00000429696	1	1	93	93	
ENSG00000081059	TCF7	5	+	22	22	133479332:133481915	133479332:133480488|133480561:133481915	ENSP00000354863|ENSP00000378472|ENSP00000397946	ENSP00000340347|ENSP00000429547|ENSP00000378469|ENSP00000429178	1	1	73	73	
ENSG00000081059	TCF7	5	+	22	22	133479332:133481892	133479332:133480488|133480561:133481892	ENSP00000367822	ENSP00000326654	1	1	73	73	
ENSG00000083093	PALB2	16	-	6	6	23614991:23625325	23619334:23625325|23614991:23619185	ENSP00000261584	ENSP00000459237	1	1	149	149	
ENSG00000083093	PALB2	16	-	6	6	23640597:23649171	23641791:23646183|23647656:23649171|23640597:23640961	ENSP00000261584	ENSP00000459882	2	2	2303	2303	
ENSG00000132000	PODNL1	19	-	5	5	14044807:14046793	14046644:14046793|14044807:14045067|14045224:14046534	ENSP00000442553|ENSP00000345175	ENSP00000440080|ENSP00000444502	2	2	267	267	
ENSG00000132000	PODNL1	19	-	5	5	14046644:14047180	14046644:14046793|14046858:14047180	ENSP00000442553|ENSP00000345175	ENSP00000254320	1	1	65	65	
ENSG00000132912	DCTN4	5	-	8	8	150111052:150112930	150111052:150111448|150111469:150112930	ENSP00000414906	ENSP00000416968|ENSP00000411251|ENSP00000428987|ENSP00000430993	1	1	21	21	
ENSG00000132912	DCTN4	5	-	8	8	150133220:150135979	150133220:150135093|150135130:150135979	ENSP00000429489|ENSP00000431042	ENSP00000416968|ENSP00000411251|ENSP00000414906|ENSP00000430993|ENSP00000430183	1	1	37	37	
ENSG00000109572	CLCN3	4	+	9	9	170557240:170601201	170557240:170584678|170584769:170601201	ENSP00000424540	ENSP00000425160|ENSP00000424603|ENSP00000261514|ENSP00000353857|ENSP00000425823|ENSP00000437777	1	1	91	91	
ENSG00000109572	CLCN3	4	+	9	9	170634447:170641058	170639019:170641058|170634447:170638943	ENSP00000261514	ENSP00000424603|ENSP00000353857|ENSP00000424540	1	1	76	76	
ENSG00000109572	CLCN3	4	+	9	9	170613472:170618340	170613472:170616763|170616844:170618340	ENSP00000424603|ENSP00000261514|ENSP00000424540|ENSP00000425323	ENSP00000353857	1	1	81	81	
ENSG00000128989	ARPP19	15	-	12	12	52849420:52861045	52849420:52856387|52856444:52861045	ENSP00000454612|ENSP00000454341	ENSP00000455625|ENSP00000249822|ENSP00000455151|ENSP00000454297	1	1	57	57	
ENSG00000128989	ARPP19	15	-	12	12	52844302:52861045	52844302:52849297|52849420:52861045|52849420:52856387|52856444:52861045	ENSP00000455625|ENSP00000249822|ENSP00000455151|ENSP00000454297|ENSP00000454612|ENSP00000454341	ENSP00000455610	1	2	123	180	
ENSG00000135697	BCMO1	16	+	4	4	81279209:81295741	81279209:81293281|81293411:81295741	ENSP00000258168|ENSP00000455219	ENSP00000457910|ENSP00000400586	1	1	130	130	
ENSG00000170423	KRT78	12	-	5	5	53233157:53233548	53233272:53233548|53233157:53233237	ENSP00000352479|ENSP00000306261|ENSP00000437956	ENSP00000448562	1	1	35	35	
ENSG00000075539	FRYL	4	-	9	9	48503751:48507564	48504863:48507564|48503751:48504845|48503751:48507396|48507414:48507564	ENSP00000426064|ENSP00000351113|ENSP00000441114	ENSP00000264319|ENSP00000422408	1	1	18	18	
ENSG00000137449	CPEB2	4	+	10	10	15034836:15054038	15042112:15054038|15034836:15042088	ENSP00000443985|ENSP00000414270|ENSP00000371832|ENSP00000259997|ENSP00000371828	ENSP00000437884|ENSP00000424084|ENSP00000334058|ENSP00000371838	1	1	24	24	
